timestamp,open,high,low,close,volume,turnover
2025-03-09 21:00:00,2045.6,2048.85,2011.7,2022.88,54460.94,110281597.7457
2025-03-09 22:00:00,2022.88,2028.73,2004.53,2008.81,62548.62,126159110.8758
2025-03-09 23:00:00,2008.81,2031.43,1988.0,2019.23,100052.83,200948923.0789
2025-03-10 00:00:00,2019.23,2042.16,1992.65,2035.02,83254.06,168219036.9827
2025-03-10 01:00:00,2035.02,2052.88,2025.79,2041.67,47391.26,96747717.9532
2025-03-10 02:00:00,2041.67,2069.14,2035.1,2056.42,58432.83,120209605.7434
2025-03-10 03:00:00,2056.42,2064.52,2043.0,2056.5,28409.32,58330543.6922
2025-03-10 04:00:00,2056.5,2075.9,2054.6,2071.58,32109.24,66410203.7265
2025-03-10 05:00:00,2071.58,2075.0,2058.07,2063.43,25888.26,53502177.5274
2025-03-10 06:00:00,2063.43,2067.22,2053.4,2066.17,23179.34,47746331.7179
2025-03-10 07:00:00,2066.17,2078.69,2061.66,2074.11,24512.9,50732444.093
2025-03-10 08:00:00,2074.11,2076.0,2046.14,2061.05,60759.92,125205474.2245
2025-03-10 09:00:00,2061.05,2151.48,2060.51,2100.71,244477.2,517856113.4116
2025-03-10 10:00:00,2100.71,2105.57,2074.33,2098.71,82331.56,172242328.9489
2025-03-10 11:00:00,2098.71,2138.4,2097.74,2126.91,77822.87,164814146.2308
2025-03-10 12:00:00,2126.91,2134.65,2103.75,2124.88,74061.14,156961473.2883
2025-03-10 13:00:00,2124.88,2129.46,2076.6,2082.51,112174.76,235644166.5185
2025-03-10 14:00:00,2082.51,2082.79,1995.0,2017.51,312609.66,633146598.9945
2025-03-10 15:00:00,2017.51,2042.9,2008.97,2016.38,127138.96,257503313.7546
2025-03-10 16:00:00,2016.38,2023.73,1998.52,2004.06,171847.24,345275087.1318
2025-03-10 17:00:00,2004.06,2007.34,1904.43,1916.11,429067.71,836962824.9489
2025-03-10 18:00:00,1916.11,1938.4,1810.55,1823.71,411198.82,774698437.4607
2025-03-10 19:00:00,1823.71,1882.94,1808.33,1868.77,338967.55,627775089.0083
2025-03-10 20:00:00,1868.77,1881.63,1841.78,1868.1,120296.81,224266897.7615
2025-03-10 21:00:00,1868.1,1903.18,1860.0,1886.48,122771.36,231624004.0423
2025-03-10 22:00:00,1886.48,1889.61,1865.0,1878.94,60343.91,113191623.1627
2025-03-10 23:00:00,1878.94,1894.43,1856.38,1864.17,83195.96,156186138.9099
2025-03-11 00:00:00,1864.17,1889.52,1751.48,1812.17,441066.01,799609949.5977
2025-03-11 01:00:00,1812.17,1857.0,1772.09,1856.81,185168.99,336018859.4099
2025-03-11 02:00:00,1856.81,1876.77,1850.42,1858.64,143259.63,266980998.177
2025-03-11 03:00:00,1858.64,1880.35,1845.71,1849.03,69448.68,129428484.6097
2025-03-11 04:00:00,1849.03,1878.36,1844.42,1868.11,64665.78,120548986.9286
2025-03-11 05:00:00,1868.11,1913.48,1865.32,1892.49,137270.88,259989435.2025
2025-03-11 06:00:00,1892.49,1904.89,1880.29,1883.85,42501.77,80480173.3384
2025-03-11 07:00:00,1883.85,1908.0,1881.87,1903.03,49971.52,94845674.3804
2025-03-11 08:00:00,1903.03,1919.4,1898.4,1906.53,54541.71,104153374.5885
2025-03-11 09:00:00,1906.53,1928.59,1905.29,1916.08,79157.48,151883161.6211
2025-03-11 10:00:00,1916.08,1927.88,1909.2,1920.79,41436.57,79506767.8955
2025-03-11 11:00:00,1920.79,1925.78,1904.52,1913.21,63317.29,121206704.4577
2025-03-11 12:00:00,1913.21,1914.8,1886.16,1894.25,107996.45,205139288.8649
2025-03-11 13:00:00,1894.25,1963.22,1866.03,1902.2,471227.4,900824906.8399
2025-03-11 14:00:00,1902.2,1911.8,1839.13,1865.4,357941.06,671189176.6073
2025-03-11 15:00:00,1865.4,1926.2,1862.99,1914.06,188336.55,358253051.2548
2025-03-11 16:00:00,1914.06,1936.0,1897.71,1917.71,107452.06,206303125.9115
2025-03-11 17:00:00,1917.71,1917.88,1885.23,1904.39,114094.35,217051152.119
2025-03-11 18:00:00,1904.39,1962.8,1903.54,1952.29,157496.46,305629875.0467
2025-03-11 19:00:00,1952.29,1962.38,1942.14,1950.63,84794.68,165354313.0681
2025-03-11 20:00:00,1950.63,1954.24,1934.55,1935.31,46511.78,90405295.0436
2025-03-11 21:00:00,1935.31,1949.79,1935.07,1939.0,23833.0,46302279.3376
2025-03-11 22:00:00,1939.0,1951.56,1935.5,1942.59,24097.37,46840851.719
2025-03-11 23:00:00,1942.59,1943.45,1915.71,1922.36,49285.84,94930319.7909
2025-03-12 00:00:00,1922.36,1924.3,1904.31,1911.04,37640.34,72067307.0363
2025-03-12 01:00:00,1911.04,1931.56,1909.09,1919.2,63059.75,121163912.3755
2025-03-12 02:00:00,1919.2,1920.08,1886.03,1894.74,73777.42,140269424.2459
2025-03-12 03:00:00,1894.74,1897.28,1865.78,1867.49,60693.97,114103442.0053
2025-03-12 04:00:00,1867.49,1867.5,1850.56,1865.66,78037.15,145153823.4787
2025-03-12 05:00:00,1865.66,1879.7,1860.68,1877.21,39088.94,73146410.3483
2025-03-12 06:00:00,1877.21,1877.99,1851.7,1872.14,64934.03,121162824.0066
2025-03-12 07:00:00,1872.14,1916.41,1870.92,1910.79,149698.54,284248577.1767
2025-03-12 08:00:00,1910.79,1935.7,1869.57,1927.24,228513.09,435749659.6327
2025-03-12 09:00:00,1927.24,1955.81,1877.0,1893.63,304368.06,581093386.8864
2025-03-12 10:00:00,1893.63,1901.0,1882.87,1899.4,74130.56,140251727.5567
2025-03-12 11:00:00,1899.4,1918.7,1899.4,1915.99,70338.01,134340891.7984
2025-03-12 12:00:00,1915.99,1947.49,1907.12,1928.16,220217.36,424320774.5025
2025-03-12 13:00:00,1928.16,1931.35,1876.53,1886.31,166251.7,316130705.2339
2025-03-12 14:00:00,1886.31,1894.89,1854.48,1859.45,143734.48,269026573.958
2025-03-12 15:00:00,1859.45,1870.71,1828.0,1868.89,230590.2,426833144.3531
2025-03-12 16:00:00,1868.89,1883.79,1861.89,1870.37,104454.67,195656977.8435
2025-03-12 17:00:00,1870.37,1893.89,1864.5,1866.61,85496.65,160684524.7872
2025-03-12 18:00:00,1866.61,1887.42,1864.0,1877.5,57943.72,108676667.3036
2025-03-12 19:00:00,1877.5,1885.05,1865.82,1877.17,68470.27,128321449.1672
2025-03-12 20:00:00,1877.17,1892.56,1872.32,1890.83,31122.39,58618382.5148
2025-03-12 21:00:00,1890.83,1905.55,1889.22,1893.63,71807.23,136328925.5877
2025-03-12 22:00:00,1893.63,1915.14,1893.45,1909.65,51816.4,98810833.4599
2025-03-12 23:00:00,1909.65,1910.39,1900.77,1907.24,21261.04,40506704.9413
2025-03-13 00:00:00,1907.24,1916.62,1896.32,1899.36,32919.7,62722096.9109
2025-03-13 01:00:00,1899.36,1912.89,1893.08,1906.35,31748.25,60386354.5721
2025-03-13 02:00:00,1906.35,1916.09,1887.7,1889.2,26443.67,50227944.2392
2025-03-13 03:00:00,1889.2,1900.35,1881.3,1886.29,42853.62,80992872.1548
2025-03-13 04:00:00,1886.29,1890.93,1868.0,1873.0,35327.06,66329624.1997
2025-03-13 05:00:00,1873.0,1881.56,1861.02,1866.81,44183.5,82632279.7836
2025-03-13 06:00:00,1866.81,1870.77,1857.08,1868.46,46462.14,86586084.2472
2025-03-13 07:00:00,1868.46,1880.0,1867.72,1871.31,51032.04,95581340.0229
2025-03-13 08:00:00,1871.31,1879.83,1852.18,1874.67,67081.34,125068594.7841
2025-03-13 09:00:00,1874.67,1894.86,1874.6,1890.18,81139.7,152967158.042
2025-03-13 10:00:00,1890.18,1904.71,1866.27,1898.99,144539.45,272961112.5404
2025-03-13 11:00:00,1898.99,1902.29,1886.43,1899.5,54062.14,102402093.8827
2025-03-13 12:00:00,1899.5,1923.3,1888.72,1896.32,164572.2,312980536.2093
2025-03-13 13:00:00,1896.32,1908.52,1865.33,1870.63,113544.36,214446792.4246
2025-03-13 14:00:00,1870.63,1897.49,1863.4,1883.75,97667.61,183880348.3817
2025-03-13 15:00:00,1883.75,1889.12,1866.01,1874.51,90073.3,168779108.0297
2025-03-13 16:00:00,1874.51,1877.15,1849.69,1856.61,87971.11,163736728.2564
2025-03-13 17:00:00,1856.61,1860.0,1820.33,1825.52,112179.89,206041678.2227
2025-03-13 18:00:00,1825.52,1853.83,1824.91,1851.25,86813.77,159944147.0248
2025-03-13 19:00:00,1851.25,1857.73,1837.44,1851.19,55814.18,103206280.7094
2025-03-13 20:00:00,1851.19,1859.13,1838.53,1841.79,47132.6,87150298.0376
2025-03-13 21:00:00,1841.79,1861.54,1839.0,1861.22,35443.21,65584116.6644
2025-03-13 22:00:00,1861.22,1881.08,1856.72,1878.52,45684.48,85502170.2616
2025-03-13 23:00:00,1878.52,1883.0,1860.42,1863.89,41693.56,77940187.4313
2025-03-14 00:00:00,1863.89,1878.73,1860.5,1873.39,26965.84,50437683.7545
2025-03-14 01:00:00,1873.39,1888.92,1867.74,1880.54,25225.15,47406972.637
2025-03-14 02:00:00,1880.54,1894.2,1879.32,1892.0,29850.84,56380900.7874
2025-03-14 03:00:00,1892.0,1892.5,1883.58,1888.83,20029.2,37791456.4946
2025-03-14 04:00:00,1888.83,1896.7,1888.2,1890.35,18115.26,34278900.6641
2025-03-14 05:00:00,1890.35,1899.11,1886.98,1894.72,20732.21,39246820.5249
2025-03-14 06:00:00,1894.72,1895.87,1887.5,1894.32,18275.87,34569808.9282
2025-03-14 07:00:00,1894.32,1905.11,1887.7,1892.75,34904.11,66200631.3936
2025-03-14 08:00:00,1892.75,1902.41,1890.46,1894.4,28809.74,54620352.8265
2025-03-14 09:00:00,1894.4,1898.64,1891.17,1893.88,24147.28,45758848.5159
2025-03-14 10:00:00,1893.88,1908.54,1888.28,1897.48,42988.06,81608955.369
2025-03-14 11:00:00,1897.48,1905.97,1896.69,1901.5,27015.29,51371998.0633
2025-03-14 12:00:00,1901.5,1907.78,1893.71,1901.89,29418.28,55904527.0979
2025-03-14 13:00:00,1901.89,1913.9,1891.19,1903.83,71621.13,136304156.2664
2025-03-14 14:00:00,1903.83,1923.87,1875.22,1918.59,154362.97,293581321.1195
2025-03-14 15:00:00,1918.59,1941.84,1913.2,1920.78,159076.18,306914001.9368
2025-03-14 16:00:00,1920.78,1936.6,1912.7,1935.38,71986.24,138529679.1627
2025-03-14 17:00:00,1935.38,1939.34,1926.39,1934.14,44161.02,85347362.0028
2025-03-14 18:00:00,1934.14,1944.94,1926.85,1934.33,43994.44,85172187.5936
2025-03-14 19:00:00,1934.33,1944.9,1929.83,1933.13,34117.39,66070350.8306
2025-03-14 20:00:00,1933.13,1934.0,1915.29,1923.8,47305.54,91001713.4874
2025-03-14 21:00:00,1923.8,1924.8,1914.37,1921.36,21902.32,42047135.8913
2025-03-14 22:00:00,1921.36,1929.9,1919.06,1925.99,23213.97,44689450.0062
2025-03-14 23:00:00,1925.99,1926.29,1907.12,1910.52,35392.6,67819076.3291
