timestamp,open,high,low,close,volume,turnover
2025-03-07 05:00:00,87591.8,88412.3,87542.2,88191.4,3337.769,294047381.7273
2025-03-07 06:00:00,88191.4,88325.7,87760.5,88185.9,2846.446,250671624.8372
2025-03-07 07:00:00,88185.9,88595.9,88070.3,88324.2,2989.902,264100372.23
2025-03-07 08:00:00,88324.2,88470.6,87957.4,88325.0,2160.229,190463191.9335
2025-03-07 09:00:00,88325.0,89678.3,88316.7,88899.9,5423.437,482748192.5905
2025-03-07 10:00:00,88899.9,89250.0,88708.7,89218.5,2205.028,196254469.4734
2025-03-07 11:00:00,89218.5,89417.0,88720.5,88946.6,2705.656,240952222.3482
2025-03-07 12:00:00,88946.6,89292.7,88272.7,89040.0,5545.47,492512081.4929
2025-03-07 13:00:00,89040.0,90350.7,88961.5,89138.9,15128.213,1356990285.8247
2025-03-07 14:00:00,89138.9,91119.0,88617.5,90445.4,16010.686,1440210311.1508
2025-03-07 15:00:00,90445.4,90795.7,87973.6,88439.9,19934.903,1774970980.9672
2025-03-07 16:00:00,88439.9,88963.0,86598.2,87232.2,14507.09,1271304922.5729
2025-03-07 17:00:00,87232.2,88621.0,86530.4,87673.6,12598.504,1102366103.7038
2025-03-07 18:00:00,87673.6,89043.7,87482.7,88573.0,8979.731,792213559.4933
2025-03-07 19:00:00,88573.0,88893.7,87284.7,87792.8,7305.119,643430087.3098
2025-03-07 20:00:00,87792.8,88500.0,86487.7,86965.2,12962.595,1134089368.871
2025-03-07 21:00:00,86965.2,87359.0,85453.4,86273.2,18261.353,1576588381.3144
2025-03-07 22:00:00,86273.2,86821.7,85575.0,86717.4,5777.136,497710006.3288
2025-03-07 23:00:00,86717.4,86800.3,85922.8,86758.5,3924.182,339030705.4769
2025-03-08 00:00:00,86758.5,86886.3,86501.0,86694.9,1811.305,157001299.5971
2025-03-08 01:00:00,86694.9,86756.9,85185.9,86068.7,5754.414,493496042.3013
2025-03-08 02:00:00,86068.7,86300.0,85908.1,86142.6,1936.258,166729967.5107
2025-03-08 03:00:00,86142.6,86147.5,85410.0,85869.9,1992.071,170915928.6432
2025-03-08 04:00:00,85869.9,86466.7,85617.7,86408.3,2084.788,179614739.6015
2025-03-08 05:00:00,86408.3,86420.4,85969.6,86237.4,1274.056,109779972.7993
2025-03-08 06:00:00,86237.4,86620.0,86230.0,86435.6,1952.496,168768098.7249
2025-03-08 07:00:00,86435.6,86499.6,86076.9,86165.6,1105.914,95444018.5485
2025-03-08 08:00:00,86165.6,86296.5,86002.3,86030.1,1271.992,109540592.7241
2025-03-08 09:00:00,86030.1,86427.2,85787.8,85911.8,1913.452,164801732.0894
2025-03-08 10:00:00,85911.8,86241.0,85911.7,86084.9,1138.544,98013398.531
2025-03-08 11:00:00,86084.9,86089.8,85719.0,85923.9,1670.187,143398443.8156
2025-03-08 12:00:00,85923.9,86379.0,85775.0,86163.8,1899.921,163609233.1013
2025-03-08 13:00:00,86163.8,86485.0,86077.0,86272.6,1562.537,134833617.2387
2025-03-08 14:00:00,86272.6,86602.7,86159.1,86324.9,1758.826,151905158.1391
2025-03-08 15:00:00,86324.9,86573.1,86170.1,86363.9,901.436,77858572.228
2025-03-08 16:00:00,86363.9,86421.6,85777.0,86105.7,2751.567,236716101.3975
2025-03-08 17:00:00,86105.7,86116.8,85615.3,85896.7,2298.258,197323937.6489
2025-03-08 18:00:00,85896.7,86040.7,85824.9,86004.4,606.251,52122757.7288
2025-03-08 19:00:00,86004.4,86491.0,85750.0,86189.9,1798.392,154988016.9045
2025-03-08 20:00:00,86189.9,86330.9,86132.8,86245.3,493.227,42540213.8605
2025-03-08 21:00:00,86245.3,86475.0,86157.0,86195.0,727.219,62774244.9974
2025-03-08 22:00:00,86195.0,86340.6,85813.3,86311.4,1662.022,142990247.0878
2025-03-08 23:00:00,86311.4,86368.3,86026.2,86187.2,1386.795,119555449.4317
2025-03-09 00:00:00,86187.2,86434.3,86080.6,86392.6,837.407,72275939.1995
2025-03-09 01:00:00,86392.6,86485.0,86053.0,86155.8,919.544,79345396.7325
2025-03-09 02:00:00,86155.8,86239.0,85955.9,85962.3,841.564,72463197.6959
2025-03-09 03:00:00,85962.3,86180.6,85910.0,86080.0,802.416,69046389.7006
2025-03-09 04:00:00,86080.0,86096.0,85891.2,86023.4,669.443,57565551.5412
2025-03-09 05:00:00,86023.4,86119.8,85936.0,85992.4,554.612,47709522.7665
2025-03-09 06:00:00,85992.4,86000.7,85760.0,85865.1,1310.646,112561196.5652
2025-03-09 07:00:00,85865.1,86142.5,85792.0,85971.6,1164.215,100105660.6285
2025-03-09 08:00:00,85971.6,86066.8,85725.0,85750.9,812.149,69751375.3179
2025-03-09 09:00:00,85750.9,85846.0,85338.9,85533.6,3149.763,269632828.5663
2025-03-09 10:00:00,85533.6,85589.4,84637.9,84810.9,7599.092,646607651.0874
2025-03-09 11:00:00,84810.9,85050.0,84584.3,84954.3,4410.91,374240028.2703
2025-03-09 12:00:00,84954.3,84997.7,84156.6,84558.6,6640.872,560981412.2503
2025-03-09 13:00:00,84558.6,84650.0,83415.0,83422.1,6464.096,543241743.7158
2025-03-09 14:00:00,83422.1,83772.9,82940.0,83558.3,8500.651,708766845.3793
2025-03-09 15:00:00,83558.3,83726.9,82700.0,83037.3,6274.501,522023117.5497
2025-03-09 16:00:00,83037.3,83723.7,82258.2,82436.6,9165.237,759654722.5111
2025-03-09 17:00:00,82436.6,82905.3,82151.4,82319.9,6549.37,539983869.1259
2025-03-09 18:00:00,82319.9,83290.0,82220.0,82608.1,6789.708,562120137.1233
2025-03-09 19:00:00,82608.1,82888.0,82245.9,82545.7,6117.946,504994009.1571
2025-03-09 20:00:00,82545.7,83461.2,82512.8,82975.0,4167.608,346159207.1426
2025-03-09 21:00:00,82975.0,82979.8,81444.9,81774.2,8287.756,680545717.9521
2025-03-09 22:00:00,81774.2,81989.1,80125.0,80314.9,10113.291,819525699.5164
2025-03-09 23:00:00,80314.9,80988.2,79913.4,80692.3,9310.065,749047561.1148
2025-03-10 00:00:00,80692.3,81434.0,79947.0,81214.9,10099.613,815160894.5179
